223-roundedProviderScoreDescription,231-providerScoreRoundedPercent,224-nationalScorePercent,224-nationalScoreRoundedPercent,229-roundedProviderScoreDescription,227-nationalScorePercent,223-nationalScore,223-providerScore,231-nationalScorePercent,228-nationalScore,231-comparisonText,229-providerScore,227-nationalScoreRoundedPercent,225-comparisonText,229-nationalScoreRoundedPercent,230-roundedProviderScoreDescription,224-providerScore,230-resultsSortOrder,226-comparisonText,231-nationalScore,225-roundedNationalScoreDescription,228-resultsSortOrder,228-providerScoreRoundedPercent,224-providerScoreRoundedPercent,225-nationalScore,223-count,223-providerScorePercent,226-providerScoreRoundedPercent,226-nationalScoreRoundedPercent,229-nationalScorePercent,231-providerScore,227-question,231-count,229-nationalScore,231-nationalScoreRoundedPercent,231-providerScorePercent,227-count,230-comparisonText,231-roundedProviderScoreDescription,226-providerScore,229-question,224-roundedNationalScoreDescription,226-question,231-resultsSortOrder,223-resultsSortOrder,231-question,224-roundedProviderScoreDescription,223-roundedNationalScoreDescription,227-providerScore,224-resultsSortOrder,225-providerScoreRoundedPercent,227-roundedProviderScoreDescription,224-providerScorePercent,226-resultsSortOrder,226-providerScorePercent,228-nationalScorePercent,224-count,225-resultsSortOrder,223-comparisonText,224-nationalScore,230-question,227-nationalScore,225-count,226-roundedNationalScoreDescription,230-nationalScoreRoundedPercent,229-comparisonText,226-nationalScorePercent,226-count,227-providerScorePercent,225-question,225-providerScore,228-comparisonText,230-providerScorePercent,230-nationalScorePercent,229-providerScoreRoundedPercent,228-providerScore,227-providerScoreRoundedPercent,225-nationalScoreRoundedPercent,230-providerScoreRoundedPercent,healthgrades_id,225-providerScorePercent,228-roundedNationalScoreDescription,230-nationalScore,230-providerScore,230-roundedNationalScoreDescription,225-nationalScorePercent,227-roundedNationalScoreDescription,223-question,228-nationalScoreRoundedPercent,231-roundedNationalScoreDescription,229-resultsSortOrder,229-count,225-roundedProviderScoreDescription,223-nationalScoreRoundedPercent,226-roundedProviderScoreDescription,226-nationalScore,224-question,228-roundedProviderScoreDescription,228-providerScorePercent,remaining_survey_items,227-resultsSortOrder,229-roundedNationalScoreDescription,228-question,229-providerScorePercent,223-nationalScorePercent,227-comparisonText,230-count,224-comparisonText,223-providerScoreRoundedPercent,228-count
,90,86.0,85,,84.0,4.2,4.3,82.0,4.2,above national average,4.4,85,above national average,85,,4.2,,same as national average,4.1,,,90,85,4.2,37,86.0,80,80,84.0,4.4,Spends appropriate amount of time with patients,37,4.2,80,88.0,36,above national average,,3.9,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.4,,85,,84.0,,78.0,84.0,37,,above national average,4.3,Level of trust in provider's decisions,4.2,37,,85,above national average,78.0,35,88.0,Staff friendliness and courteousness,4.3,above national average,88.0,84.0,90,4.4,90,85,90,Y5H7L,86.0,,4.2,4.4,,84.0,,Ease of scheduling urgent appointments,85,,,36,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,88.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,88.0,84.0,above national average,36,below national average,85,36
,70,86.0,85,,84.0,4.2,3.9,82.0,4.2,below national average,3.4,85,below national average,85,,4.0,,longer than national average,4.1,,,70,80,4.2,9,78.0,50,80,84.0,3.6,Spends appropriate amount of time with patients,9,4.2,80,72.0,9,below national average,,2.6,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.6,,75,,80.0,,52.0,84.0,9,,below national average,4.3,Level of trust in provider's decisions,4.2,9,,85,below national average,78.0,8,72.0,Staff friendliness and courteousness,3.8,below national average,72.0,84.0,70,3.4,70,85,70,Y8YT4,76.0,,4.2,3.6,,84.0,,Ease of scheduling urgent appointments,85,,,9,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,68.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,68.0,84.0,below national average,9,below national average,80,9
,100,86.0,85,,84.0,4.2,4.9,82.0,4.2,above national average,5.0,85,above national average,85,,4.9,,shorter than national average,4.1,,,100,100,4.2,7,98.0,90,80,84.0,5.0,Spends appropriate amount of time with patients,7,4.2,80,100.0,7,above national average,,4.5,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,98.0,,90.0,84.0,7,,above national average,4.3,Level of trust in provider's decisions,4.2,7,,85,above national average,78.0,6,100.0,Staff friendliness and courteousness,4.9,above national average,100.0,84.0,100,5.0,100,85,100,YXH6P,98.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,7,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,7,above national average,100,7
,85,86.0,85,,84.0,4.2,4.3,82.0,4.2,above national average,4.3,85,above national average,85,,4.5,,same as national average,4.1,,,85,90,4.2,34,86.0,75,80,84.0,4.3,Spends appropriate amount of time with patients,36,4.2,80,86.0,33,above national average,,3.8,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.4,,85,,90.0,,76.0,84.0,33,,above national average,4.3,Level of trust in provider's decisions,4.2,34,,85,above national average,78.0,30,88.0,Staff friendliness and courteousness,4.3,above national average,90.0,84.0,85,4.3,90,85,90,XRL4P,86.0,,4.2,4.5,,84.0,,Ease of scheduling urgent appointments,85,,,33,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,86.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,86.0,84.0,above national average,33,above national average,85,33
,90,86.0,85,,84.0,4.2,4.6,82.0,4.2,above national average,4.6,85,above national average,85,,4.9,,same as national average,4.1,,,90,100,4.2,35,92.0,75,80,84.0,4.6,Spends appropriate amount of time with patients,38,4.2,80,92.0,37,above national average,,3.7,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.8,,95,,98.0,,74.0,84.0,36,,above national average,4.3,Level of trust in provider's decisions,4.2,36,,85,above national average,78.0,30,96.0,Staff friendliness and courteousness,4.7,above national average,94.0,84.0,90,4.6,95,85,95,Y3R67,94.0,,4.2,4.7,,84.0,,Ease of scheduling urgent appointments,85,,,37,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,92.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,92.0,84.0,above national average,37,above national average,90,37
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,4.9,85,above national average,85,,5.0,,shorter than national average,4.1,,,100,100,4.2,12,100.0,90,80,84.0,4.9,Spends appropriate amount of time with patients,12,4.2,80,98.0,12,above national average,,4.6,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.9,,100,,100.0,,92.0,84.0,12,,above national average,4.3,Level of trust in provider's decisions,4.2,12,,85,above national average,78.0,12,98.0,Staff friendliness and courteousness,5.0,above national average,96.0,84.0,100,4.9,100,85,95,29PRK,100.0,,4.2,4.8,,84.0,,Ease of scheduling urgent appointments,85,,,12,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,98.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,98.0,84.0,above national average,12,above national average,100,12
,90,86.0,85,,84.0,4.2,4.4,82.0,4.2,above national average,4.5,85,above national average,85,,4.6,,same as national average,4.1,,,90,90,4.2,22,88.0,80,80,84.0,4.6,Spends appropriate amount of time with patients,24,4.2,80,92.0,24,above national average,,4.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.6,,90,,92.0,,80.0,84.0,24,,above national average,4.3,Level of trust in provider's decisions,4.2,24,,85,above national average,78.0,23,92.0,Staff friendliness and courteousness,4.6,above national average,90.0,84.0,90,4.5,90,85,90,2C5LW,92.0,,4.2,4.5,,84.0,,Ease of scheduling urgent appointments,85,,,24,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,90.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,90.0,84.0,above national average,24,above national average,90,24
,100,86.0,85,,84.0,4.2,4.8,82.0,4.2,above national average,4.9,85,above national average,85,,4.9,,shorter than national average,4.1,,,100,100,4.2,38,96.0,95,80,84.0,4.9,Spends appropriate amount of time with patients,38,4.2,80,98.0,38,above national average,,4.7,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.9,,95,,98.0,,94.0,84.0,38,,above national average,4.3,Level of trust in provider's decisions,4.2,38,,85,above national average,78.0,37,98.0,Staff friendliness and courteousness,4.8,above national average,98.0,84.0,100,4.9,100,85,100,2TW6K,96.0,,4.2,4.9,,84.0,,Ease of scheduling urgent appointments,85,,,38,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,98.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,98.0,84.0,above national average,38,above national average,95,38
,85,86.0,85,,84.0,4.2,3.8,82.0,4.2,above national average,4.5,85,above national average,85,,4.6,,same as national average,4.1,,,90,90,4.2,12,76.0,75,80,84.0,4.3,Spends appropriate amount of time with patients,12,4.2,80,86.0,12,above national average,,3.8,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.4,,90,,92.0,,76.0,84.0,12,,below national average,4.3,Level of trust in provider's decisions,4.2,12,,85,above national average,78.0,11,88.0,Staff friendliness and courteousness,4.4,above national average,90.0,84.0,90,4.6,90,85,90,33FNP,88.0,,4.2,4.5,,84.0,,Ease of scheduling urgent appointments,85,,,12,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,92.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,90.0,84.0,above national average,12,above national average,75,12
,100,86.0,85,,84.0,4.2,5.0,82.0,4.2,above national average,5.0,85,above national average,85,,4.0,,longer than national average,4.1,,,100,80,4.2,1,100.0,40,80,84.0,5.0,Spends appropriate amount of time with patients,1,4.2,80,100.0,1,above national average,,2.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,80.0,,40.0,84.0,1,,above national average,4.3,Level of trust in provider's decisions,4.2,1,,85,above national average,78.0,1,100.0,Staff friendliness and courteousness,5.0,above national average,100.0,84.0,100,5.0,100,85,100,XQLSH,100.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,1,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,1,below national average,100,1
,75,86.0,85,,84.0,4.2,3.6,82.0,4.2,below national average,3.7,85,below national average,85,,4.1,,same as national average,4.1,,,75,80,4.2,15,72.0,70,80,84.0,3.8,Spends appropriate amount of time with patients,16,4.2,80,76.0,15,below national average,,3.5,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.7,,80,,82.0,,70.0,84.0,14,,below national average,4.3,Level of trust in provider's decisions,4.2,14,,85,below national average,78.0,13,74.0,Staff friendliness and courteousness,4.1,below national average,76.0,84.0,75,3.7,75,85,75,YRNG5,82.0,,4.2,3.8,,84.0,,Ease of scheduling urgent appointments,85,,,15,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,74.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,74.0,84.0,below national average,16,below national average,70,15
,75,86.0,85,,84.0,4.2,4.1,82.0,4.2,below national average,3.6,85,above national average,85,,4.5,,same as national average,4.1,,,70,90,4.2,14,82.0,80,80,84.0,3.7,Spends appropriate amount of time with patients,14,4.2,80,74.0,14,below national average,,4.1,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.7,,90,,90.0,,82.0,84.0,14,,below national average,4.3,Level of trust in provider's decisions,4.2,14,,85,below national average,78.0,13,74.0,Staff friendliness and courteousness,4.4,below national average,78.0,84.0,70,3.6,75,85,80,YGGGT,88.0,,4.2,3.9,,84.0,,Ease of scheduling urgent appointments,85,,,14,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,72.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,72.0,84.0,below national average,14,above national average,80,14
,70,86.0,85,,84.0,4.2,4.0,82.0,4.2,below national average,3.2,85,above national average,85,,4.7,,same as national average,4.1,,,65,95,4.2,5,80.0,85,80,84.0,3.5,Spends appropriate amount of time with patients,6,4.2,80,70.0,6,below national average,,4.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.8,,95,,94.0,,86.0,84.0,6,,below national average,4.3,Level of trust in provider's decisions,4.2,6,,85,below national average,78.0,6,76.0,Staff friendliness and courteousness,4.7,below national average,74.0,84.0,65,3.2,75,85,75,22V5T,94.0,,4.2,3.7,,84.0,,Ease of scheduling urgent appointments,85,,,6,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,64.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,64.0,84.0,below national average,6,above national average,80,6
,75,86.0,85,,84.0,4.2,3.7,82.0,4.2,below national average,3.7,85,below national average,85,,3.3,,same as national average,4.1,,,75,65,4.2,6,74.0,80,80,84.0,3.7,Spends appropriate amount of time with patients,6,4.2,80,74.0,6,below national average,,4.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.8,,75,,66.0,,80.0,84.0,6,,below national average,4.3,Level of trust in provider's decisions,4.2,6,,85,below national average,78.0,6,76.0,Staff friendliness and courteousness,3.7,below national average,74.0,84.0,75,3.7,75,85,75,3K9JH,74.0,,4.2,3.7,,84.0,,Ease of scheduling urgent appointments,85,,,6,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,74.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,74.0,84.0,below national average,6,below national average,75,6
,90,86.0,85,,84.0,4.2,4.8,82.0,4.2,above national average,5.0,85,above national average,85,,4.9,,same as national average,4.1,,,95,100,4.2,14,96.0,90,80,84.0,4.6,Spends appropriate amount of time with patients,15,4.2,80,92.0,14,above national average,,4.4,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.8,,100,,98.0,,88.0,84.0,14,,above national average,4.3,Level of trust in provider's decisions,4.2,14,,85,above national average,78.0,14,96.0,Staff friendliness and courteousness,4.9,above national average,100.0,84.0,100,4.8,95,85,100,YSVWD,98.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,14,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,96.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,14,above national average,95,13
,95,86.0,85,,84.0,4.2,4.6,82.0,4.2,above national average,4.7,85,above national average,85,,4.6,,same as national average,4.1,,,95,90,4.2,65,92.0,75,80,84.0,4.8,Spends appropriate amount of time with patients,72,4.2,80,96.0,67,above national average,,3.8,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.8,,95,,92.0,,76.0,84.0,69,,above national average,4.3,Level of trust in provider's decisions,4.2,69,,85,above national average,78.0,61,96.0,Staff friendliness and courteousness,4.7,above national average,96.0,84.0,95,4.7,95,85,95,39THF,94.0,,4.2,4.8,,84.0,,Ease of scheduling urgent appointments,85,,,69,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,94.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,94.0,84.0,above national average,69,above national average,90,69
,95,86.0,85,,84.0,4.2,4.9,82.0,4.2,above national average,4.8,85,above national average,85,,4.9,,same as national average,4.1,,,95,100,4.2,24,98.0,85,80,84.0,4.8,Spends appropriate amount of time with patients,24,4.2,80,96.0,24,above national average,,4.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.9,,95,,98.0,,86.0,84.0,23,,above national average,4.3,Level of trust in provider's decisions,4.2,24,,85,above national average,78.0,22,98.0,Staff friendliness and courteousness,4.7,above national average,94.0,84.0,95,4.8,100,85,95,GDHPS,94.0,,4.2,4.7,,84.0,,Ease of scheduling urgent appointments,85,,,24,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,96.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,96.0,84.0,above national average,23,above national average,100,24
,75,86.0,85,,84.0,4.2,4.3,82.0,4.2,below national average,4.7,85,below national average,85,,4.3,,same as national average,4.1,,,95,85,4.2,3,86.0,85,80,84.0,3.7,Spends appropriate amount of time with patients,3,4.2,80,74.0,3,below national average,,4.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,4.7,,80,,86.0,,86.0,84.0,3,,above national average,4.3,Level of trust in provider's decisions,4.2,3,,85,above national average,78.0,3,94.0,Staff friendliness and courteousness,4.0,above national average,74.0,84.0,95,4.7,95,85,75,23SY4,80.0,,4.2,3.7,,84.0,,Ease of scheduling urgent appointments,85,,,3,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,94.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,94.0,84.0,above national average,3,same as national average,85,3
,60,86.0,85,,84.0,4.2,3.3,82.0,4.2,below national average,3.0,85,above national average,85,,4.3,,shorter than national average,4.1,,,60,85,4.2,4,66.0,100,80,84.0,3.0,Spends appropriate amount of time with patients,4,4.2,80,60.0,4,below national average,,5.0,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,3.0,,85,,86.0,,100.0,84.0,4,,below national average,4.3,Level of trust in provider's decisions,4.2,4,,85,below national average,78.0,2,60.0,Staff friendliness and courteousness,4.3,below national average,66.0,84.0,60,3.0,60,85,65,28YMP,86.0,,4.2,3.3,,84.0,,Ease of scheduling urgent appointments,85,,,4,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,60.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,60.0,84.0,below national average,4,same as national average,65,4
,100,86.0,85,,84.0,4.2,4.6,82.0,4.2,above national average,5.0,85,above national average,85,,5.0,,same as national average,4.1,,,100,100,4.2,9,92.0,85,80,84.0,5.0,Spends appropriate amount of time with patients,9,4.2,80,100.0,7,above national average,,4.3,How well provider explains medical condition(s),,Total wait time (waiting & exam rooms),,,Likelihood of recommending {Provider Last Name} to family and friends,,,5.0,,100,,100.0,,86.0,84.0,7,,above national average,4.3,Level of trust in provider's decisions,4.2,8,,85,above national average,78.0,6,100.0,Staff friendliness and courteousness,4.9,above national average,100.0,84.0,100,5.0,100,85,100,GD2Y2,98.0,,4.2,5.0,,84.0,,Ease of scheduling urgent appointments,85,,,8,,85,,3.9,"Office environment, cleanliness, comfort, etc.",,100.0,"{'226-sortOrder': 4, '223-sortOrder': 1, '226-questionID': u'226', '225-sortOrder': 3, '230-questionID': u'230', '230-sortOrder': 5, '231-sortOrder': 9, '229-sortOrder': 6, '224-sortOrder': 2, '228-questionID': u'228', '228-sortOrder': 7, '225-questionID': u'225', '223-questionID': u'223', '229-questionID': u'229', '227-questionID': u'227', '224-questionID': u'224', '231-questionID': u'231', '227-sortOrder': 8}",,,How well provider listens and answers questions,100.0,84.0,above national average,9,above national average,90,8
